Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0706,`33,`618,District - Nagapattinam,Urban,50-59,3111,2097,1014,629,407,222,229,198,31,1427,878,549,268,242,26,186,104,82,124,74,50,154,122,32,2,0,2,242,182,60,0,0,0,326,252,74,80,80,0,124,102,22,0,0,0,24,24,0,26,26,0,34,20,14,46,12,34,72,12,60,376,176,200
B0706,`33,`618,District - Nagapattinam,Urban,60-69,1749,1230,519,405,277,128,166,157,9,858,594,264,172,136,36,132,96,36,60,16,44,92,78,14,4,0,4,96,72,24,0,0,0,216,146,70,20,18,2,52,38,14,0,0,0,0,0,0,14,14,0,20,16,4,12,6,6,30,6,24,210,114,96
B0706,`33,`618,District - Nagapattinam,Urban,70-79,605,438,167,140,99,41,53,49,4,272,202,70,58,42,16,18,14,4,18,18,0,38,18,20,0,0,0,48,38,10,0,0,0,62,44,18,6,6,0,24,18,6,0,0,0,0,0,0,12,12,0,2,2,0,8,6,2,8,0,8,118,68,50
B0706,`33,`618,District - Nagapattinam,Urban,80+,114,94,20,35,30,5,10,10,0,47,34,13,18,12,6,0,0,0,0,0,0,22,20,2,0,0,0,6,6,0,0,0,0,10,6,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,24,24,0
B0706,`33,`618,District - Nagapattinam,Urban,Age not stated,16,9,7,1,0,1,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0
B0706,`33,`619,District - Thiruvarur,Total,Total,111117,60524,50593,16450,7563,8887,9375,6216,3159,95062,46977,48085,1300,894,406,32,32,0,1636,678,958,1656,1248,408,50,50,0,2996,2686,310,0,0,0,2594,1992,602,1252,1222,30,656,552,104,8,8,0,188,166,22,328,284,44,364,276,88,796,318,478,1290,404,886,7984,4084,3900
B0706,`33,`619,District - Thiruvarur,Total,`5-9,450,198,252,61,20,41,65,21,44,138,65,73,0,0,0,0,0,0,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,286,126,160
B0706,`33,`619,District - Thiruvarur,Total,`10-14,954,522,432,222,127,95,113,73,40,507,258,249,0,0,0,0,0,0,6,6,0,10,2,8,0,0,0,6,6,0,0,0,0,24,24,0,8,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,6,28,20,8,466,252,214
B0706,`33,`619,District - Thiruvarur,Total,15-19,4854,3069,1785,786,417,369,282,166,116,3462,2056,1406,32,30,2,0,0,0,40,12,28,132,80,52,0,0,0,264,258,6,0,0,0,138,112,26,84,84,0,24,24,0,0,0,0,6,0,6,6,6,0,22,10,12,10,10,0,76,34,42,1062,604,458
B0706,`33,`619,District - Thiruvarur,Total,20-24,10419,6117,4302,1589,825,764,624,387,237,7666,4143,3523,96,82,14,0,0,0,98,56,42,244,158,86,6,6,0,494,482,12,0,0,0,288,202,86,286,278,8,36,36,0,8,8,0,78,66,12,34,20,14,28,10,18,266,84,182,136,44,92,1620,880,740
B0706,`33,`619,District - Thiruvarur,Total,25-29,13365,7442,5923,1907,917,990,874,552,322,10788,5333,5455,138,104,34,18,18,0,144,68,76,300,256,44,6,6,0,558,524,34,0,0,0,362,302,60,260,254,6,80,68,12,0,0,0,32,32,0,86,74,12,32,20,12,156,56,100,208,84,124,1230,608,622
B0706,`33,`619,District - Thiruvarur,Total,30-34,12659,6826,5833,1639,735,904,970,628,342,10476,4983,5493,210,140,70,6,6,0,226,98,128,206,138,68,18,18,0,480,436,44,0,0,0,272,224,48,238,236,2,40,38,2,0,0,0,44,44,0,32,32,0,38,30,8,142,78,64,146,38,108,754,394,360
B0706,`33,`619,District - Thiruvarur,Total,35-39,13812,6758,7054,1833,751,1082,1089,687,402,12278,5384,6894,110,72,38,0,0,0,206,54,152,172,124,48,8,8,0,380,338,42,0,0,0,288,188,100,146,140,6,90,80,10,0,0,0,6,6,0,38,32,6,88,74,14,60,18,42,156,22,134,530,282,248
B0706,`33,`619,District - Thiruvarur,Total,40-49,24492,12451,12041,3308,1339,1969,2100,1352,748,22224,10260,11964,266,184,82,8,8,0,364,98,266,254,206,48,6,6,0,438,350,88,0,0,0,498,394,104,140,138,2,198,174,24,0,0,0,8,6,2,90,84,6,94,74,20,94,44,50,198,38,160,820,374,446
B0706,`33,`619,District - Thiruvarur,Total,50-59,16684,8977,7707,2471,1103,1368,1637,1128,509,15088,7446,7642,250,146,104,0,0,0,274,120,154,198,168,30,6,6,0,212,184,28,0,0,0,446,342,104,78,72,6,120,94,26,0,0,0,2,0,2,32,30,2,46,42,4,38,12,26,168,80,88,560,210,350
B0706,`33,`619,District - Thiruvarur,Total,60-69,9813,5812,4001,1911,900,1011,1090,805,285,9272,5099,4173,138,84,54,0,0,0,200,112,88,82,64,18,0,0,0,132,78,54,0,0,0,212,160,52,12,12,0,50,26,24,0,0,0,6,6,0,2,0,2,16,16,0,10,2,8,126,30,96,376,218,158
B0706,`33,`619,District - Thiruvarur,Total,70-79,2860,1874,986,600,350,250,412,325,87,2588,1607,981,42,34,8,0,0,0,58,38,20,40,34,6,0,0,0,32,30,2,0,0,0,54,44,10,0,0,0,16,12,4,0,0,0,0,0,0,6,6,0,0,0,0,12,12,0,32,12,20,168,70,98
B0706,`33,`619,District - Thiruvarur,Total,80+,638,416,222,114,78,36,113,91,22,487,305,182,18,18,0,0,0,0,18,16,2,6,6,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,94,54,40
B0706,`33,`619,District - Thiruvarur,Total,Age not stated,117,62,55,9,1,8,6,1,5,88,38,50,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6
B0706,`33,`619,District - Thiruvarur,Rural,Total,99450,53003,46447,14534,6468,8066,8825,5788,3037,88557,43467,45090,760,496,264,14,14,0,1382,570,812,1176,870,306,32,32,0,2176,1936,240,0,0,0,1510,1088,422,908,884,24,416,358,58,8,8,0,102,94,8,186,154,32,254,184,70,620,256,364,1088,338,750,5970,2934,3036
B0706,`33,`619,District - Thiruvarur,Rural,`5-9,345,169,176,61,20,41,57,19,38,129,62,67,0,0,0,0,0,0,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,198,102,96
B0706,`33,`619,District - Thiruvarur,Rural,`10-14,808,422,386,218,125,93,101,65,36,483,244,239,0,0,0,0,0,0,6,6,0,10,2,8,0,0,0,6,6,0,0,0,0,24,24,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,26,20,6,356,172,184
B0706,`33,`619,District - Thiruvarur,Rural,15-19,4381,2739,1642,749,399,350,270,159,111,3266,1937,1329,16,14,2,0,0,0,34,6,28,114,68,46,0,0,0,220,220,0,0,0,0,102,76,26,78,78,0,24,24,0,0,0,0,6,0,6,0,0,0,22,10,12,10,10,0,70,34,36,898,502,396
B0706,`33,`619,District - Thiruvarur,Rural,20-24,9168,5298,3870,1430,748,682,571,345,226,7143,3841,3302,78,66,12,0,0,0,80,40,40,188,122,66,6,6,0,402,392,10,0,0,0,200,128,72,210,204,6,36,36,0,8,8,0,42,42,0,24,12,12,14,2,12,200,66,134,130,44,86,1266,692,574
B0706,`33,`619,District - Thiruvarur,Rural,25-29,11753,6378,5375,1655,758,897,821,514,307,10037,4942,5095,86,68,18,6,6,0,136,60,76,212,180,32,0,0,0,398,376,22,0,0,0,216,178,38,182,176,6,34,34,0,0,0,0,8,8,0,62,50,12,26,14,12,122,48,74,162,54,108,900,428,472
B0706,`33,`619,District - Thiruvarur,Rural,30-34,11275,5920,5355,1445,596,849,907,578,329,9765,4612,5153,104,60,44,0,0,0,190,78,112,158,100,58,12,12,0,390,352,38,0,0,0,150,114,36,178,178,0,20,18,2,0,0,0,26,26,0,26,26,0,38,30,8,108,56,52,118,32,86,530,244,286
B0706,`33,`619,District - Thiruvarur,Rural,35-39,12392,5855,6537,1614,615,999,1025,639,386,11405,4927,6478,56,42,14,0,0,0,178,54,124,114,88,26,2,2,0,232,202,30,0,0,0,168,90,78,116,110,6,62,56,6,0,0,0,6,6,0,6,0,6,68,54,14,60,18,42,130,14,116,378,168,210
B0706,`33,`619,District - Thiruvarur,Rural,40-49,22142,10993,11149,2829,1082,1747,1982,1256,726,20683,9491,11192,164,112,52,8,8,0,284,74,210,144,108,36,6,6,0,296,226,70,0,0,0,266,192,74,82,82,0,126,108,18,0,0,0,0,0,0,42,42,0,52,42,10,68,32,36,154,30,124,614,266,348
B0706,`33,`619,District - Thiruvarur,Rural,50-59,15066,7941,7125,2169,947,1222,1550,1057,493,14029,6865,7164,162,90,72,0,0,0,232,106,126,134,122,12,6,6,0,124,104,20,0,0,0,226,162,64,54,48,6,84,68,16,0,0,0,2,0,2,24,24,0,26,24,2,26,12,14,142,66,76,414,134,280
B0706,`33,`619,District - Thiruvarur,Rural,60-69,8924,5228,3696,1700,778,922,1040,764,276,8672,4736,3936,68,22,46,0,0,0,184,106,78,64,46,18,0,0,0,82,34,48,0,0,0,120,98,22,0,0,0,20,8,12,0,0,0,6,6,0,2,0,2,8,8,0,6,0,6,110,30,80,242,148,94
B0706,`33,`619,District - Thiruvarur,Rural,70-79,2540,1652,888,552,325,227,387,304,83,2409,1493,916,20,16,4,0,0,0,46,32,14,20,16,4,0,0,0,26,24,2,0,0,0,36,26,10,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,30,12,18,98,36,62
B0706,`33,`619,District - Thiruvarur,Rural,80+,544,350,194,103,74,29,108,87,21,453,283,170,6,6,0,0,0,0,10,8,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,58,30,28
B0706,`33,`619,District - Thiruvarur,Rural,Age not stated,112,58,54,9,1,8,6,1,5,83,34,49,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6
B0706,`33,`619,District - Thiruvarur,Urban,Total,11667,7521,4146,1916,1095,821,550,428,122,6505,3510,2995,540,398,142,18,18,0,254,108,146,480,378,102,18,18,0,820,750,70,0,0,0,1084,904,180,344,338,6,240,194,46,0,0,0,86,72,14,142,130,12,110,92,18,176,62,114,202,66,136,2014,1150,864
B0706,`33,`619,District - Thiruvarur,Urban,`5-9,105,29,76,0,0,0,8,2,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,24,64
B0706,`33,`619,District - Thiruvarur,Urban,`10-14,146,100,46,4,2,2,12,8,4,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,110,80,30
B0706,`33,`619,District - Thiruvarur,Urban,15-19,473,330,143,37,18,19,12,7,5,196,119,77,16,16,0,0,0,0,6,6,0,18,12,6,0,0,0,44,38,6,0,0,0,36,36,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,0,6,164,102,62
B0706,`33,`619,District - Thiruvarur,Urban,20-24,1251,819,432,159,77,82,53,42,11,523,302,221,18,16,2,0,0,0,18,16,2,56,36,20,0,0,0,92,90,2,0,0,0,88,74,14,76,74,2,0,0,0,0,0,0,36,24,12,10,8,2,14,8,6,66,18,48,6,0,6,354,188,166
B0706,`33,`619,District - Thiruvarur,Urban,25-29,1612,1064,548,252,159,93,53,38,15,751,391,360,52,36,16,12,12,0,8,8,0,88,76,12,6,6,0,160,148,12,0,0,0,146,124,22,78,78,0,46,34,12,0,0,0,24,24,0,24,24,0,6,6,0,34,8,26,46,30,16,330,180,150
B0706,`33,`619,District - Thiruvarur,Urban,30-34,1384,906,478,194,139,55,63,50,13,711,371,340,106,80,26,6,6,0,36,20,16,48,38,10,6,6,0,90,84,6,0,0,0,122,110,12,60,58,2,20,20,0,0,0,0,18,18,0,6,6,0,0,0,0,34,22,12,28,6,22,224,150,74
B0706,`33,`619,District - Thiruvarur,Urban,35-39,1420,903,517,219,136,83,64,48,16,873,457,416,54,30,24,0,0,0,28,0,28,58,36,22,6,6,0,148,136,12,0,0,0,120,98,22,30,30,0,28,24,4,0,0,0,0,0,0,32,32,0,20,20,0,0,0,0,26,8,18,152,114,38
B0706,`33,`619,District - Thiruvarur,Urban,40-49,2350,1458,892,479,257,222,118,96,22,1541,769,772,102,72,30,0,0,0,80,24,56,110,98,12,0,0,0,142,124,18,0,0,0,232,202,30,58,56,2,72,66,6,0,0,0,8,6,2,48,42,6,42,32,10,26,12,14,44,8,36,206,108,98
B0706,`33,`619,District - Thiruvarur,Urban,50-59,1618,1036,582,302,156,146,87,71,16,1059,581,478,88,56,32,0,0,0,42,14,28,64,46,18,0,0,0,88,80,8,0,0,0,220,180,40,24,24,0,36,26,10,0,0,0,0,0,0,8,6,2,20,18,2,12,0,12,26,14,12,146,76,70
B0706,`33,`619,District - Thiruvarur,Urban,60-69,889,584,305,211,122,89,50,41,9,600,363,237,70,62,8,0,0,0,16,6,10,18,18,0,0,0,0,50,44,6,0,0,0,92,62,30,12,12,0,30,18,12,0,0,0,0,0,0,0,0,0,8,8,0,4,2,2,16,0,16,134,70,64
B0706,`33,`619,District - Thiruvarur,Urban,70-79,320,222,98,48,25,23,25,21,4,179,114,65,22,18,4,0,0,0,12,6,6,20,18,2,0,0,0,6,6,0,0,0,0,18,18,0,0,0,0,8,6,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,2,70,34,36
B0706,`33,`619,District - Thiruvarur,Urban,80+,94,66,28,11,4,7,5,4,1,34,22,12,12,12,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,12
B0706,`33,`619,District - Thiruvarur,Urban,Age not stated,5,4,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`620,District - Thanjavur,Total,Total,120559,65961,54598,18760,9510,9250,12592,7884,4708,87688,42779,44909,1344,1028,316,13,6,7,2982,1166,1816,3559,2551,1008,140,120,20,6185,4729,1456,7,5,2,4857,3739,1118,2047,2001,46,1378,1113,265,6,6,0,427,349,78,718,578,140,593,434,159,1818,681,1137,1651,559,1092,11314,5743,5571
B0706,`33,`620,District - Thanjavur,Total,`5-9,637,320,317,19,9,10,83,41,42,138,76,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,29,394,206,188
B0706,`33,`620,District - Thanjavur,Total,`10-14,1302,742,560,113,67,46,104,53,51,441,241,200,9,3,6,0,0,0,5,3,2,40,26,14,0,0,0,44,35,9,0,0,0,46,36,10,6,6,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,19,673,384,289
B0706,`33,`620,District - Thanjavur,Total,15-19,5837,3632,2205,1087,684,403,366,215,151,3496,2092,1404,73,59,14,0,0,0,90,35,55,254,153,101,6,6,0,482,427,55,2,0,2,421,297,124,92,92,0,72,69,3,0,0,0,31,29,2,26,17,9,14,3,11,49,6,43,99,45,54,1351,771,580
B0706,`33,`620,District - Thanjavur,Total,20-24,11585,7080,4505,2076,1356,720,804,489,315,7112,4088,3024,114,99,15,0,0,0,226,78,148,559,441,118,24,22,2,947,855,92,0,0,0,575,415,160,382,373,9,155,149,6,0,0,0,121,88,33,107,62,45,49,30,19,423,89,334,134,48,86,1929,1110,819
B0706,`33,`620,District - Thanjavur,Total,25-29,14330,7993,6337,2050,1114,936,1189,672,517,9645,4752,4893,175,140,35,5,3,2,293,114,179,436,341,95,29,29,0,862,691,171,0,0,0,568,470,98,380,366,14,106,94,12,0,0,0,121,89,32,156,130,26,62,45,17,450,175,275,198,62,136,1705,934,771
B0706,`33,`620,District - Thanjavur,Total,30-34,14092,7514,6578,1882,855,1027,1367,823,544,9862,4502,5360,146,117,29,6,3,3,410,169,241,437,308,129,12,12,0,795,627,168,0,0,0,555,447,108,431,419,12,171,144,27,6,6,0,63,54,9,81,70,11,84,48,36,301,150,151,173,50,123,1074,420,654
B0706,`33,`620,District - Thanjavur,Total,35-39,14781,7326,7455,2178,964,1214,1567,939,628,11183,4719,6464,137,97,40,0,0,0,387,121,266,408,260,148,12,12,0,842,626,216,0,0,0,596,481,115,233,230,3,191,143,48,0,0,0,14,14,0,94,80,14,55,44,11,166,71,95,196,55,141,878,398,480
B0706,`33,`620,District - Thanjavur,Total,40-49,26339,13550,12789,3873,1715,2158,2950,1854,1096,20385,9178,11207,304,226,78,0,0,0,714,245,469,727,536,191,40,33,7,1270,884,386,3,3,0,934,714,220,333,325,8,284,199,85,0,0,0,33,33,0,95,76,19,141,112,29,266,110,156,344,108,236,1389,629,760
B0706,`33,`620,District - Thanjavur,Total,50-59,17754,9440,8314,2671,1236,1435,2196,1389,807,13953,6677,7276,211,153,58,2,0,2,489,215,274,407,290,117,7,0,7,557,333,224,2,2,0,651,526,125,148,148,0,223,183,40,0,0,0,26,24,2,106,90,16,143,113,30,119,54,65,216,73,143,969,406,563
B0706,`33,`620,District - Thanjavur,Total,60-69,10211,5952,4259,1983,1004,979,1349,929,420,8597,4640,3957,113,84,29,0,0,0,269,135,134,204,126,78,8,6,2,286,192,94,0,0,0,368,261,107,30,30,0,131,106,25,0,0,0,12,12,0,32,32,0,43,39,4,34,18,16,140,47,93,578,299,279
B0706,`33,`620,District - Thanjavur,Total,70-79,3009,1967,1042,680,412,268,484,376,108,2402,1514,888,56,44,12,0,0,0,78,36,42,67,53,14,2,0,2,89,56,33,0,0,0,114,71,43,9,9,0,23,15,8,0,0,0,6,6,0,15,15,0,2,0,2,10,8,2,56,36,20,276,140,136
B0706,`33,`620,District - Thanjavur,Total,80+,628,409,219,139,86,53,126,98,28,435,276,159,6,6,0,0,0,0,21,15,6,18,15,3,0,0,0,11,3,8,0,0,0,26,21,5,3,3,0,8,6,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,24,12,12,83,34,49
B0706,`33,`620,District - Thanjavur,Total,Age not stated,54,36,18,9,8,1,7,6,1,39,24,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3
B0706,`33,`620,District - Thanjavur,Rural,Total,97928,51776,46152,14783,6996,7787,11704,7241,4463,80859,38851,42008,914,674,240,4,0,4,1738,718,1020,1792,1222,570,40,38,2,3326,2418,908,2,2,0,2126,1594,532,1158,1136,22,550,472,78,6,6,0,188,170,18,300,228,72,290,216,74,918,322,596,1094,426,668,5702,3038,2664
B0706,`33,`620,District - Thanjavur,Rural,`5-9,407,186,221,14,9,5,72,38,34,133,73,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,84,132
B0706,`33,`620,District - Thanjavur,Rural,`10-14,843,482,361,86,48,38,87,44,43,406,218,188,6,0,6,0,0,0,0,0,0,28,20,8,0,0,0,6,6,0,0,0,0,30,20,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,220,144
B0706,`33,`620,District - Thanjavur,Rural,15-19,4537,2809,1728,879,540,339,316,184,132,3276,1935,1341,58,44,14,0,0,0,58,20,38,148,72,76,6,6,0,266,246,20,0,0,0,236,194,42,66,66,0,42,42,0,0,0,0,24,24,0,20,14,6,2,0,2,30,6,24,64,32,32,804,464,340
B0706,`33,`620,District - Thanjavur,Rural,20-24,9002,5472,3530,1612,1023,589,748,464,284,6572,3721,2851,86,74,12,0,0,0,138,48,90,322,260,62,6,6,0,624,582,42,0,0,0,306,216,90,284,278,6,90,90,0,0,0,0,44,32,12,66,36,30,32,24,8,240,26,214,92,46,46,964,592,372
B0706,`33,`620,District - Thanjavur,Rural,25-29,11558,6156,5402,1584,792,792,1117,629,488,8987,4369,4618,144,120,24,2,0,2,162,64,98,246,174,72,6,6,0,494,360,134,0,0,0,264,222,42,214,206,8,32,32,0,0,0,0,48,42,6,98,80,18,20,18,2,254,86,168,154,50,104,900,490,410
B0706,`33,`620,District - Thanjavur,Rural,30-34,11470,5910,5560,1493,635,858,1300,779,521,9105,4094,5011,114,90,24,0,0,0,262,118,144,232,166,66,6,6,0,444,336,108,0,0,0,226,192,34,270,264,6,72,66,6,6,6,0,30,30,0,26,26,0,22,12,10,148,72,76,128,48,80,572,240,332
B0706,`33,`620,District - Thanjavur,Rural,35-39,12167,5784,6383,1650,670,980,1482,878,604,10285,4276,6009,90,56,34,0,0,0,204,64,140,146,74,72,0,0,0,450,322,128,0,0,0,252,214,38,134,134,0,78,50,28,0,0,0,0,0,0,38,36,2,40,32,8,62,32,30,124,46,78,432,240,192
B0706,`33,`620,District - Thanjavur,Rural,40-49,21600,10610,10990,3024,1213,1811,2700,1664,1036,18744,8291,10453,166,112,54,0,0,0,384,144,240,346,252,94,14,14,0,586,344,242,0,0,0,388,272,116,136,134,2,106,74,32,0,0,0,18,18,0,20,12,8,80,56,24,104,62,42,216,70,146,616,304,312
B0706,`33,`620,District - Thanjavur,Rural,50-59,14672,7470,7202,2165,921,1244,2057,1268,789,12812,6019,6793,138,94,44,2,0,2,304,138,166,172,116,56,0,0,0,248,108,140,2,2,0,224,160,64,42,42,0,74,72,2,0,0,0,12,12,0,26,18,8,76,56,20,66,32,34,162,56,106,420,198,222
B0706,`33,`620,District - Thanjavur,Rural,60-69,8643,4933,3710,1615,757,858,1256,852,404,7922,4230,3692,74,52,22,0,0,0,164,94,70,110,56,54,2,0,2,168,96,72,0,0,0,134,68,66,12,12,0,40,32,8,0,0,0,6,6,0,0,0,0,18,18,0,12,6,6,100,42,58,240,126,114
B0706,`33,`620,District - Thanjavur,Rural,70-79,2479,1615,864,550,320,230,445,345,100,2192,1364,828,38,32,6,0,0,0,46,18,28,36,26,10,0,0,0,36,18,18,0,0,0,52,24,28,0,0,0,8,6,2,0,0,0,6,6,0,0,0,0,0,0,0,2,0,2,38,30,8,130,66,64
B0706,`33,`620,District - Thanjavur,Rural,80+,508,322,186,109,67,42,118,91,27,393,244,149,0,0,0,0,0,0,16,10,6,6,6,0,0,0,0,4,0,4,0,0,0,14,12,2,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,16,6,10,38,8,30
B0706,`33,`620,District - Thanjavur,Rural,Age not stated,42,27,15,2,1,1,6,5,1,32,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
B0706,`33,`620,District - Thanjavur,Urban,Total,22631,14185,8446,3977,2514,1463,888,643,245,6829,3928,2901,430,354,76,9,6,3,1244,448,796,1767,1329,438,100,82,18,2859,2311,548,5,3,2,2731,2145,586,889,865,24,828,641,187,0,0,0,239,179,60,418,350,68,303,218,85,900,359,541,557,133,424,5612,2705,2907
B0706,`33,`620,District - Thanjavur,Urban,`5-9,230,134,96,5,0,5,11,3,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,29,178,122,56
B0706,`33,`620,District - Thanjavur,Urban,`10-14,459,260,199,27,19,8,17,9,8,35,23,12,3,3,0,0,0,0,5,3,2,12,6,6,0,0,0,38,29,9,0,0,0,16,16,0,6,6,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,19,309,164,145
B0706,`33,`620,District - Thanjavur,Urban,15-19,1300,823,477,208,144,64,50,31,19,220,157,63,15,15,0,0,0,0,32,15,17,106,81,25,0,0,0,216,181,35,2,0,2,185,103,82,26,26,0,30,27,3,0,0,0,7,5,2,6,3,3,12,3,9,19,0,19,35,13,22,547,307,240
B0706,`33,`620,District - Thanjavur,Urban,20-24,2583,1608,975,464,333,131,56,25,31,540,367,173,28,25,3,0,0,0,88,30,58,237,181,56,18,16,2,323,273,50,0,0,0,269,199,70,98,95,3,65,59,6,0,0,0,77,56,21,41,26,15,17,6,11,183,63,120,42,2,40,965,518,447
